user,day,user_day_label,actor_label,embedding_ocsvm_score,pred_alert
BXJ0010,2010-08-31,0,0,-20.09025376227089,0
SAT0194,2010-04-08,0,0,-0.8881170872490429,0
NMB0972,2011-01-31,0,0,-0.3858800300046141,0
TVS0050,2010-06-17,0,0,-18.33018861567598,0
GZB0469,2010-06-28,0,0,-1.4904878636043577,0
ILH0958,2011-01-31,0,0,-4.719502533635705,0
KJW0416,2010-03-08,0,0,-4.797815070351362,0
MDH0580,2010-03-12,0,1,0.2708965700724093,0
HKR0628,2011-01-10,0,0,-6.771533981664334,0
SAB0781,2011-03-25,0,0,-22.01558496769303,0
SJF0094,2011-01-07,0,0,-6.739176971064467,0
HSG0818,2010-01-11,0,0,-28.06659145564413,0
CNM0800,2010-06-14,0,0,-22.48876190341832,0
RJM0381,2011-04-04,0,0,-21.391656818384376,0
SDB0106,2010-08-11,0,0,-17.75557345780703,0
DPM0423,2010-08-04,0,0,-17.472767215068984,0
LAM0911,2011-03-17,0,0,10.939156972483943,1
HAD0246,2010-02-15,0,0,-11.397758551158972,0
ADD0846,2010-06-30,0,0,-2.3067309677462617,0
DIC0988,2011-01-26,0,0,0.0984297500857565,0
MSG0839,2010-10-20,0,0,-0.3858800300046141,0
IMP0530,2010-11-19,0,0,-19.830551687494108,0
ALD0544,2010-01-15,0,0,-2.754325180146452,0
SAP0867,2010-07-06,0,0,-5.967825495831562,0
FUM0015,2010-05-10,0,0,-19.227379045149746,0
AKF0709,2010-07-12,0,0,-0.3858800300046141,0
RZC0746,2011-02-16,0,0,-7.775920885622213,0
BAJ0654,2010-03-24,0,0,-21.08082431104981,0
AAE0190,2010-06-02,0,0,-26.497089313622155,0
FPC0954,2010-06-03,0,0,-1.0498541092994174,0
DJS0682,2010-07-13,0,0,-6.445905942750187,0
TJG0582,2010-03-23,0,0,-3.2683919445329366,0
JDC0030,2011-05-02,0,0,-27.81480071104795,0
KNB0022,2010-02-01,0,0,-21.030526667492495,0
RAR0725,2010-05-12,0,1,-4.2384166774725145,0
ORG0339,2010-10-04,0,0,-20.361399712043635,0
JPW0741,2011-02-23,0,0,-5.486819217039965,0
ZJE0857,2010-02-01,0,0,-5.395748154561375,0
NBH0256,2011-02-08,0,0,-19.659669161728175,0
JNA0559,2011-02-15,0,0,-8.632378303880387,0
JJB0127,2011-04-06,0,0,-18.25704089631563,0
RNL0695,2011-04-13,0,0,-26.168550834927828,0
TLM0797,2010-10-18,0,0,-0.753765560104398,0
JMC0925,2011-02-10,0,0,-8.82994564717842,0
MVH0373,2010-03-30,0,0,-22.15740900510218,0
SDF0017,2010-03-01,0,0,-20.369217889833294,0
VCY0751,2010-08-24,0,0,-4.360404235607689,0
EWH0191,2010-05-04,0,0,-26.464527332891635,0
ERH0449,2010-08-05,0,0,-1.404150611370028,0
JDC0030,2011-05-15,0,0,-23.621722707314575,0
SER0165,2011-01-18,0,0,-27.528524416205983,0
ESA0642,2010-12-06,0,0,-18.258900249924295,0
APG0307,2010-01-21,0,0,-1.2191903865591485,0
RYB0718,2010-03-01,0,0,-1.0498541092994174,0
KDS0349,2010-02-01,0,0,20.064568812055313,1
PKB0281,2011-04-01,0,0,-18.347842290945778,0
NAF0033,2011-03-18,0,0,3.8506026045281487,0
SBK0161,2011-05-11,0,0,-19.02756464549418,0
KNG0672,2010-10-27,0,0,-10.822654134437698,0
EHD0584,2010-09-09,0,1,-2.0829632363322617,0
KCB0815,2011-04-27,0,0,-7.414244755513664,0
EGD0132,2010-05-26,0,1,-4.48799946817428,0
WBC0192,2010-02-05,0,0,-25.92400983205482,0
JXH0493,2010-04-23,0,0,-7.917410855920366,0
BBG0325,2010-12-06,0,0,-2.3985010659938553,0
YCE0983,2010-12-01,0,0,-26.19995429155449,0
CJM0138,2010-02-25,0,0,-0.029480686207648432,0
DIW0118,2010-09-09,0,0,-25.36532589873343,0
DLM0051,2011-01-20,0,0,-10.165682764499365,0
HWW0436,2010-11-08,0,0,-8.596277154936274,0
GTD0898,2010-07-02,0,0,-18.892361859914217,0
KRV0372,2011-01-06,0,0,-22.623462330147618,0
TLM0797,2011-03-24,0,0,-3.7692562832706926,0
CQH0701,2010-06-01,0,0,-2.3298803877269165,0
IHK0841,2010-05-24,0,0,-0.7369174506420677,0
SPA0141,2011-03-04,0,0,-27.0948332514605,0
ORG0339,2010-09-24,0,0,-18.49097289133192,0
CPG0322,2011-03-16,0,0,0.11043308895273185,0
SRH0155,2010-08-24,0,0,-27.62077757239615,0
AKH0758,2010-01-20,0,0,-22.017591307112866,0
SVL0803,2010-08-20,0,0,-2.350301652668918,0
NKH0979,2010-09-29,0,0,-21.180768206907942,0
KAL0395,2011-05-04,0,0,-25.28322829237254,0
KLM0639,2011-01-19,0,0,-21.60860276657229,0
HDD0806,2010-08-17,0,0,-10.846802204587902,0
HAH0760,2010-07-27,0,0,-19.846993146655905,0
CJK0200,2011-03-07,0,0,-0.49360381051087643,0
CLS0296,2011-01-17,0,0,-0.029480686207648432,0
SSJ0784,2010-02-11,0,0,-21.68843689264645,0
ARD0509,2010-06-01,0,0,-18.4251579616664,0
MMB0488,2010-06-25,0,0,-7.137950677405684,0
FGW0853,2010-12-28,0,0,-3.5319870915930096,0
ATP0662,2011-01-06,0,0,-22.918765551284423,0
BTW0005,2010-01-20,0,0,-21.55616144606779,0
AJR0932,2010-01-12,0,1,-27.35379931164266,0
OBH0499,2010-04-22,0,0,-3.731394279085407,0
NHE0919,2010-02-26,0,0,-22.548456263707408,0
MPT0376,2011-03-17,0,0,-3.9918591569660293,0
MAD0496,2010-01-25,0,0,-6.173895704247229,0
MDM0976,2010-09-14,0,0,-21.228060446790778,0
AIP0394,2010-08-11,0,0,-7.634060685011036,0
VTT0385,2010-06-11,0,0,-22.734497553523056,0
BER0314,2010-11-09,0,0,-5.00392826364498,0
KPP0452,2010-09-17,0,0,-0.3858800300046141,0
BTN0061,2010-03-19,0,0,-22.773584220806242,0
RHY0079,2010-10-05,0,0,-12.91588500589853,0
BRM0995,2011-02-15,0,0,-10.55032975534175,0
AHD0848,2010-10-15,0,0,-4.065285514543575,0
BER0314,2010-12-01,0,0,-7.138993782439115,0
SSH0799,2011-03-02,0,0,-22.206646604624666,0
WPE0538,2011-04-01,0,0,1.286210964924635,0
COM0321,2010-06-04,0,0,-4.347239561590413,0
ASV0946,2010-10-01,0,0,3.3192509359057567,0
CLH0703,2010-12-29,0,0,-0.3858800300046141,0
NAH0503,2010-05-28,0,0,-6.009584038196749,0
LCC0819,2010-02-04,0,1,-27.597547094085485,0
LNS0989,2010-03-18,0,0,0.7126594953614358,0
TVS0006,2011-03-16,0,0,-24.715118516087273,0
AAE0190,2010-07-20,0,0,-25.9874960379899,0
TSM0927,2010-12-30,0,0,-21.504620101506475,0
AIM0627,2011-05-13,0,0,-7.177612951342553,0
WBC0315,2011-02-04,0,0,-5.179595098868276,0
NAB0903,2010-08-12,0,0,-21.335937955741997,0
KDS0349,2010-05-11,0,0,12.139084957178625,1
CKD0680,2010-11-12,0,0,-20.11193262680615,0
JGT0221,2010-04-29,0,1,-21.685933710625477,0
SAB0781,2010-11-10,0,0,-19.574720601338754,0
MAR0955,2011-01-31,0,1,-1.2591644484622293,0
HDL0748,2011-03-30,0,0,-6.404115385641376,0
MPT0376,2010-09-21,0,0,-5.661381439577781,0
BBS0422,2010-12-09,0,0,-21.006275733285634,0
RVF0201,2010-03-03,0,0,-27.021640085484364,0
LBF0214,2010-09-10,0,0,1.4464244599341782,0
QRM0739,2010-05-19,0,0,-1.8489269854837858,0
MLD0755,2010-11-02,0,0,-5.786075402386814,0
KDT0346,2011-02-03,0,0,-15.989812094833724,0
CMS0454,2011-05-13,0,0,-0.9603885267399619,0
OLW0689,2010-06-03,0,0,-1.5870011633418244,0
GMF0738,2010-02-16,0,0,-6.790820651877993,0
BAH0875,2010-08-17,0,0,-6.021912581878951,0
JNJ0556,2011-02-11,0,0,-23.926600320767307,0
ETR0428,2010-08-13,0,0,-11.918244898743751,0
GTD0116,2010-04-01,0,0,-24.586211704265338,0
SBH0537,2011-03-02,0,0,-25.919195271771514,0
NRO0768,2011-03-28,0,0,-20.1411338579544,0
RKD0604,2010-05-21,0,1,-5.302907636727582,0
HPH0075,2011-01-19,0,0,-7.4947060599168935,0
NMS0280,2010-07-23,0,0,-19.205362674649336,0
BTL0722,2011-05-04,0,0,-0.7064905313396821,0
AMD0077,2011-03-18,0,0,-16.646137475101,0
VFM0814,2010-04-01,0,0,-27.408372698067296,0
HCV0478,2010-03-17,0,0,-8.107591339473856,0
FRR0832,2010-02-04,0,0,-0.7261734935627828,0
DSM0591,2010-09-14,0,0,-0.029480686207648432,0
IJR0825,2010-07-26,0,0,-1.4904878636043577,0
IDO0176,2010-11-11,0,0,-5.7380325546632776,0
WAS0254,2010-07-15,0,0,-20.142460964466636,0
ALB0892,2010-06-05,0,0,-18.49095999788767,0
HIA0414,2010-01-20,0,0,-7.719263686111276,0
CNM0800,2011-02-25,0,0,-22.952161117610217,0
CCW0031,2011-04-19,0,0,-26.542770760899998,0
MCF0600,2010-07-30,0,1,-2.271987464182871,0
TVS0006,2011-02-17,0,0,-25.25870553919424,0
MLP0668,2011-03-14,0,0,-4.051814991652918,0
AIM0627,2010-09-07,0,0,-6.920646889084992,0
CMM0487,2010-01-20,0,0,-5.520315507707437,0
LAF0991,2010-06-25,0,0,-11.23488326439292,0
KMB0922,2010-07-28,0,0,-19.930089632150157,0
NAB0903,2010-10-22,0,0,-19.37143917311994,0
KRM0541,2011-01-21,0,0,-23.655757804461132,0
IIA0092,2010-01-20,0,0,-9.411771375375906,0
HAH0760,2011-05-10,0,0,-21.14364623941958,0
AHD0848,2010-02-22,0,0,-2.736408815198729,0
SVL0940,2011-03-10,0,0,-8.44751617797067,0
SMW0084,2011-04-14,0,0,-18.267530608329366,0
AWM0764,2010-04-23,0,0,-20.88987158352893,0
MOS0047,2010-01-28,0,1,-16.179513526500727,0
JGM0934,2010-10-05,0,0,-12.424354141545905,0
GZB0469,2010-07-23,0,0,-0.4596809819545342,0
SAA0999,2011-01-25,0,0,-14.85075674162556,0
CSP0197,2010-07-30,0,0,0.11583861102201354,0
SAH0599,2010-05-04,0,0,-0.029480686207648432,0
LBH0942,2010-08-03,0,0,-3.083032117717835,0
RCC0617,2010-05-03,0,0,-8.328551940807642,0
UFK0208,2010-06-23,0,0,2.5159592420859553,0
NBC0412,2011-03-09,0,0,-6.686486094642078,0
JIM0095,2010-03-04,0,0,-29.08688154799529,0
WVB0539,2010-02-23,0,0,-26.01291029846618,0
ILC0838,2010-01-14,0,0,-3.067758533759161,0
KBP0008,2011-03-28,0,0,-21.92362171464424,0
HWW0436,2010-03-16,0,0,-8.293730708139606,0
SBD0913,2010-03-09,0,0,-1.9648813885166874,0
RDM0150,2010-08-13,0,0,-1.2640318021758503,0
LJJ0905,2010-03-03,0,0,-20.412769216833453,0
RFP0380,2010-09-08,0,0,1.6988836371401703,0
MBR0724,2010-11-18,0,0,-0.9964347838972571,0
AHM0410,2010-03-10,0,0,-8.023719743768197,0
JML0909,2010-04-27,0,0,-19.81585901193091,0
AMV0036,2010-07-28,0,0,0.481989590419289,0
IUB0565,2010-04-08,0,1,-6.39105092501768,0
ACC0042,2010-04-15,0,0,-20.52268893371604,0
GOK0238,2010-11-24,0,0,-25.362313666478826,0
NWT0098,2010-02-11,0,1,-17.18881190619993,0
PID0426,2010-03-12,0,0,-12.11096458524753,0
LRW0970,2011-03-10,0,0,-5.045341987831762,0
HDH0928,2010-10-06,0,0,-0.8888487267470282,0
VCY0751,2010-01-12,0,0,-3.2678051870971103,0
DMK0257,2010-06-25,0,0,-18.43294318194819,0
MJB0588,2010-06-10,0,0,-1.951465366480079,0
MDM0625,2011-03-31,0,0,-3.6756073212718547,0
CGB0637,2011-04-15,0,0,-14.439515310439333,0
CKB0427,2011-04-18,0,0,-13.117928671322488,0
KDS0349,2010-12-14,0,0,15.083269148003637,1
CRK0916,2010-11-12,0,0,-8.209570575587009,0
QRM0739,2011-04-08,0,0,-1.4079433468796196,0
PKB0429,2010-10-29,0,0,-11.89431443812191,0
CFM0767,2010-09-24,0,0,-19.756278024915787,0
LDD0560,2010-02-08,0,0,-25.15272317974427,0
ESJ0670,2010-09-15,0,0,-22.029549308155993,0
MCF0327,2010-02-10,0,0,-7.6249714340252694,0
IJM0139,2010-07-02,0,0,-0.7224114404158399,0
IEB0153,2010-09-27,0,0,-1.3611534611770821,0
HCM0267,2010-02-26,0,0,-5.756939451936773,0
MOP0763,2011-03-21,0,0,-21.741885558658282,0
NGF0157,2010-04-30,0,0,-12.30296442224028,0
MJM0510,2010-11-09,0,0,-21.654854343668717,0
CBG0490,2010-06-08,0,0,-8.10400239795058,0
ICH0294,2010-11-30,0,0,-5.472961696167431,0
ILH0958,2011-04-27,0,0,-2.2599760237443434,0
ATE0869,2011-04-30,0,0,-4.532558124436832,0
BAM0611,2010-01-28,0,0,-6.3745581702173695,0
JBD0616,2010-11-09,0,0,-3.3806981855046843,0
BRM0995,2010-10-26,0,0,-8.746622678481685,0
NHE0919,2010-03-25,0,0,-22.008698483538296,0
KKW0879,2011-03-20,0,0,1.077011102284473,0
QNP0216,2010-01-27,0,0,-20.338904551457404,0
MLM0950,2011-03-30,0,0,-2.0192778794073547,0
HAD0246,2010-09-20,0,0,-15.958624398225993,0
ADD0846,2010-11-17,0,0,-1.112927565131713,0
JKF0465,2010-09-12,0,0,-1.04300538155087,0
JRL0574,2011-04-29,0,0,-1.404150611370028,0
IAR0694,2010-12-01,0,0,-27.24322275131408,0
PGC0066,2010-10-29,0,0,-25.305322714965428,0
AMW0392,2010-11-01,0,0,-27.493232004157562,0
SAT0194,2010-12-21,0,0,-0.5306633545768591,0
OJK0233,2010-09-14,0,0,-11.204091225906609,0
CJC0494,2011-04-13,0,0,-7.496428199546585,0
RDM0115,2010-03-30,0,0,-27.13882647708408,0
KJS0618,2010-03-04,0,0,-3.331911991288166,0
MSS0001,2011-05-04,0,0,-17.968386039918187,0
KTG0091,2011-04-05,0,0,-14.736243125997362,0
NBC0412,2010-04-05,0,0,-2.338610911392607,0
CCM0467,2010-09-03,0,0,-0.3858800300046141,0
ATF0274,2011-01-31,0,0,-23.57372265006211,0
NWK0215,2010-10-04,0,0,3.5740595643439974,0
MKW0441,2010-06-15,0,0,-19.6945383527202,0
BWH0813,2010-10-12,0,0,-26.024437718736294,0
CQH0701,2011-02-28,0,0,-1.9351107929126101,0
DIW0118,2011-04-07,0,0,-22.548377467956698,0
RDT0424,2010-09-20,0,0,-5.243359401960333,0
VMJ0546,2010-10-06,0,0,-11.535270830450031,0
PID0426,2010-09-16,0,0,-9.963243572575038,0
HLH0512,2011-01-16,0,0,-20.576056690078644,0
BBS0422,2010-10-25,0,0,-17.68448142066427,0
IJM0776,2010-05-03,0,1,-23.99559343986266,0
ZDW0859,2011-04-08,0,0,-2.335638672535879,0
SJF0094,2010-01-19,0,0,-5.258489482479831,0
JJH0292,2010-03-30,0,0,-2.3483400793296596,0
SBK0161,2010-06-08,0,0,-21.145247019149565,0
BLL0929,2010-04-26,0,0,-27.57342756922617,0
MJB0588,2010-09-15,0,0,-0.4596809819545342,0
CGB0637,2010-09-10,0,0,-18.2448675615517,0
RZC0746,2010-08-15,0,0,-1.9024863497307933,0
JCW0858,2010-04-12,0,0,-6.079196412808869,0
ECL0930,2010-06-10,0,0,-26.45496219236179,0
SRH0155,2011-01-10,0,0,-28.444265926617163,0
AAL0706,2010-09-30,0,0,-0.22543925009529175,0
DLM0051,2011-04-16,0,0,-8.979559479964564,0
HLH0512,2011-03-18,0,0,-20.291306403365866,0
FBW0747,2010-09-16,0,0,-3.1884051883999973,0
ASV0946,2010-11-03,0,0,-3.0463533321355953,0
BMC0547,2010-01-07,0,0,-9.713239582160668,0
ZSL0305,2010-12-30,0,0,-0.029480686207648432,0
DLH0029,2010-01-27,0,0,-0.9057771366943825,0
TOR0193,2010-07-08,0,0,-26.685741638588297,0
NGC0058,2010-05-28,0,0,2.8997730653899225,0
CJP0952,2010-09-17,0,0,-1.765124657373235,0
RZC0746,2010-10-11,0,0,-6.716937291575505,0
AJF0370,2011-04-07,0,0,-16.425261241364865,0
UFK0208,2010-03-19,0,0,1.6750098762463494,0
MFV0897,2011-02-25,0,0,-21.741885558658282,0
FWM0707,2010-01-15,0,0,-0.9603885267399619,0
DKB0631,2010-03-09,0,0,-18.290030999891655,0
JAV0361,2010-08-31,0,0,-21.421668342782937,0
CKD0680,2010-01-06,0,0,-22.014277729761943,0
KRG0158,2010-04-05,0,0,-27.042479402677714,0
JCG0316,2011-04-21,0,0,-3.486217133094101,0
DID0650,2010-10-07,0,0,-20.202215429989224,0
IUY0279,2010-04-20,0,0,-9.95533216267279,0
AKW0167,2010-05-20,0,0,-26.98995788848879,0
GTD0219,2010-02-19,0,1,-21.27075786379271,0
ASG0692,2010-09-21,0,0,-25.24089831088429,0
IBS0836,2010-01-05,0,0,-2.3565862756291835,0
MLP0668,2010-04-21,0,0,2.0755264053636893,0
HDD0789,2010-05-06,0,0,-27.418287404120406,0
SVS0871,2010-04-06,0,0,-7.70184219130806,0
LBH0942,2010-03-16,0,0,-4.055831235138271,0
SPA0141,2010-11-11,0,0,-27.961450229230536,0
DFH0188,2011-05-13,0,0,-15.688223458518564,0
BMM0112,2010-01-04,0,0,-21.387727140010725,0
CAA0612,2011-05-09,0,0,-8.332510626105659,0
WJD0576,2010-06-21,0,0,-0.029480686207648432,0
DBB0384,2011-03-11,0,0,-23.066418905658907,0
PTH0552,2011-03-22,0,0,-2.6634950158810398,0
IKP0472,2010-03-12,0,0,-3.6907507900333485,0
FRL0511,2010-07-06,0,0,-20.88987158352893,0
TDS0984,2011-05-14,0,0,-15.164398349522685,0
BIS0247,2011-01-24,0,0,-17.977735826494495,0
RAB0589,2010-02-10,0,1,-2.678655105996654,0
ZSK0258,2010-08-26,0,0,-20.80081733086513,0
KAT0489,2011-04-01,0,0,-7.734811594333564,0
RGN0408,2010-02-23,0,0,0.8805221878212706,0
CBG0398,2010-04-12,0,0,-11.939490053224517,0
WKD0013,2010-12-02,0,0,-18.919434862755224,0
KAT0489,2011-01-04,0,0,-6.81384548269898,0
KAT0270,2011-02-14,0,0,-18.454246208297832,0
ATF0274,2010-10-26,0,0,-22.63772614852553,0
VEB0935,2010-10-29,0,0,-25.509237592654586,0
GCR0554,2010-02-04,0,0,-11.287324872727709,0
HBB0056,2010-12-02,0,0,-24.91990299713177,0
KAT0489,2010-02-11,0,0,-6.482148083097513,0
MBR0724,2011-02-08,0,0,-0.22543925009529175,0
AAN0823,2010-07-13,0,0,-0.22543925009529175,0
AJD0074,2010-08-20,0,0,-28.522545991855736,0
KRV0372,2010-01-04,0,0,-22.926450627699865,0
SBD0913,2010-08-26,0,0,-2.420258829981776,0
OLB0749,2010-04-15,0,0,-7.361134589013886,0
AMM0014,2010-12-06,0,0,-18.122010953643894,0
BMG0917,2010-05-27,0,0,-10.009984527228198,0
HDD0806,2011-03-04,0,0,-6.559071966555052,0
CIM0926,2010-08-11,0,0,-21.56481597627942,0
MBJ0312,2011-01-28,0,0,-0.3691262248762541,0
KBG0549,2010-07-28,0,0,-21.207362374802187,0
JCV0245,2011-05-04,0,0,-18.428984354093473,0
EZT0640,2011-04-01,0,0,-20.643767131529557,0
THR0873,2011-03-14,0,0,2.0026751507099334,0
BRM0995,2011-04-20,0,0,-10.848939482141532,0
JAM0382,2010-10-14,0,0,-22.510003818865016,0
MJS0890,2010-08-09,0,0,-19.849755086682308,0
TVS0050,2010-06-14,0,0,-19.3863741282845,0
SKG0759,2010-08-11,0,0,-21.335937955741997,0
HIW0536,2010-03-26,0,0,13.422781436246396,1
YEV0793,2010-07-28,0,0,-22.78951783187165,0
MJB0588,2010-12-28,0,0,-0.029480686207648432,0
CQW0652,2010-10-28,0,1,-13.968879022135638,0
JCV0245,2010-08-27,0,0,-16.940089929302417,0
DOL0332,2010-04-15,0,0,-18.76610081770889,0
TOR0193,2010-02-24,0,0,-26.556409687677046,0
NCK0421,2010-07-27,0,0,-27.166107580817652,0
IJW0851,2010-08-25,0,0,-6.010024584228972,0
GJD0298,2011-04-19,0,0,-0.4596809819545342,0
ESH0135,2010-01-06,0,0,-0.029480686207648432,0
MIL0255,2010-01-22,0,0,-20.026300262824066,0
UFK0208,2010-01-27,0,0,2.3432179669736115,0
EZH0736,2010-05-14,0,0,-6.779354087380511,0
FTM0406,2010-07-09,0,1,-7.434603334589383,0
PNL0301,2010-01-19,0,1,-3.684518620073618,0
KCB0815,2010-04-30,0,0,-7.5175987213029885,0
NGO0690,2011-05-03,0,0,-11.574196345362907,0
ARA0252,2010-09-17,0,0,-17.99857727881431,0
KVS0425,2011-02-21,0,0,-9.05846146631859,0
JCR0289,2011-04-26,0,0,-0.4596809819545342,0
ECR0822,2010-03-08,0,0,-0.9964347838972571,0
CGA0629,2010-10-05,0,0,-4.576128660424274,0
JCG0316,2011-04-01,0,0,0.6645812756787564,0
HSG0818,2010-06-14,0,0,-29.331550639682973,0
SLP0762,2010-09-20,0,0,-19.591256246888634,0
LQC0479,2010-02-24,0,1,-5.87905225428085,0
BXJ0010,2010-08-23,0,0,-19.286125471454056,0
GCL0016,2011-04-04,0,0,-28.100295561952976,0
NJB0243,2011-01-24,0,0,-16.605013666495665,0
CUD0795,2010-03-03,0,0,-10.855842007639922,0
MFV0897,2011-03-31,0,0,-21.152061303172786,0
XBN0229,2010-09-09,0,0,-20.77436962043089,0
OQH0183,2010-12-16,0,0,-20.16325966894351,0
