user,day,logon_count,after_hours_logon_count,weekend_logon_count,unique_pc_count,device_connect_count,after_hours_device_count,file_access_count,file_copy_count,sensitive_file_count,after_hours_file_count,http_count,suspicious_http_count,after_hours_http_count,email_sent_count,external_email_count,attachment_email_count,unique_recipient_count,total_recipient_count,role,role_peer_deviation_score,user_day_label,actor_label,scenario
DPS0262,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,9.0,0.0,9.0,8.0,17.0,ElectricalEngineer,0.0,0,0,
SAP0867,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,14.0,15.0,3.0,15.0,15.0,30.0,Salesman,0.0,0,0,
BMS0877,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,5.0,6.0,15.0,2.0,15.0,14.0,28.0,Salesman,0.0,0,0,
JMB0308,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,8.0,11.0,14.0,9.0,14.0,14.0,25.0,Salesman,0.0,0,1,r4.2-1
MAS0025,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,2.0,14.0,5.0,14.0,13.0,21.0,InstructionalCoordinator,0.0,0,1,r4.2-1
BDV0168,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,6.0,8.0,15.0,10.0,15.0,14.0,24.0,Salesman,0.0,0,1,r4.2-1
LOM0086,2010-01-04,3,1.0,0.0,1,6.0,0.0,6.0,0.0,0.0,0.0,95.0,0.0,11.0,8.0,2.0,8.0,8.0,11.0,ElectricalEngineer,1.164227642276423,0,0,
GHL0460,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
HJB0742,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,170.0,3.0,3.0,15.0,4.0,15.0,15.0,23.0,Salesman,0.0,0,1,r4.2-1
AAS0442,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,Technician,0.0,0,0,
JRH0455,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
MBG0438,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,6.0,9.0,9.0,17.0,TestEngineer,0.0,0,0,
EGD0409,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,9.0,1.0,9.0,8.0,14.0,ElectricalEngineer,0.0,0,0,
GOK0238,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,14.0,4.0,9.0,5.0,9.0,9.0,16.0,ComputerScientist,0.0,0,0,
BTL0226,2010-01-04,2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,0.0,9.0,8.0,10.0,Physicist,0.0,0,1,r4.2-1
CRD0624,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,7.0,5.0,15.0,2.0,15.0,15.0,27.0,Salesman,0.0,0,0,
SEJ0677,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,8.0,0.0,9.0,3.0,9.0,9.0,16.0,Mathematician,0.0,0,0,
RKD0604,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,9.0,15.0,9.0,15.0,15.0,24.0,Salesman,0.0,0,1,r4.2-1
HJS0072,2010-01-04,3,1.0,0.0,1,2.0,0.0,6.0,0.0,0.0,0.0,95.0,0.0,6.0,9.0,0.0,9.0,9.0,16.0,SoftwareEngineer,0.2466004812296151,0,0,
JMH0543,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,9.0,3.0,9.0,9.0,15.0,Scientist,0.0,0,0,
TAP0551,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,6.0,3.0,8.0,3.0,8.0,7.0,13.0,Physicist,0.0,0,1,r4.2-1
QOS0878,2010-01-04,3,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,162.0,4.0,1.0,13.0,10.0,13.0,12.0,20.0,Salesman,0.0,0,0,
BLS0678,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,0.0,9.0,1.0,9.0,8.0,14.0,Mathematician,0.0,0,1,r4.2-1
KPC0073,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,0.0,9.0,9.0,15.0,ComputerScientist,0.0,0,1,r4.2-1
OLB0749,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,1.0,15.0,6.0,15.0,15.0,28.0,Salesman,0.0,0,0,
BIH0745,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,3.0,15.0,5.0,15.0,15.0,28.0,Salesman,0.0,0,1,r4.2-1
RMW0542,2010-01-04,2,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,2.0,9.0,5.0,9.0,9.0,18.0,Mathematician,0.0,0,1,r4.2-2
AKR0057,2010-01-04,3,2.0,0.0,1,6.0,0.0,1.0,0.0,0.0,0.0,114.0,0.0,0.0,9.0,3.0,9.0,8.0,12.0,AdministrativeAssistant,-1.478567176380839,0,1,r4.2-2
DGM0754,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,13.0,2.0,15.0,9.0,15.0,15.0,25.0,Salesman,0.0,0,0,
LHB0606,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,29.0,0.0,15.0,12.0,15.0,14.0,24.0,Salesman,0.0,0,0,
EAH0466,2010-01-04,2,1.0,0.0,1,2.0,0.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,ProductionLineWorker,5.037612501703472,0,0,
DIB0081,2010-01-04,4,0.0,0.0,2,4.0,0.0,5.0,0.0,0.0,0.0,95.0,5.0,0.0,8.0,1.0,8.0,8.0,15.0,MechanicalEngineer,-1.1431958438740963,0,0,
BRS0734,2010-01-04,2,0.0,0.0,1,4.0,0.0,27.0,0.0,0.0,0.0,162.0,2.0,0.0,14.0,9.0,14.0,13.0,26.0,Salesman,1.682037027273716,0,0,
RRC0553,2010-01-04,3,0.0,0.0,1,2.0,0.0,27.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,4.0,9.0,9.0,17.0,Physicist,0.6220279467955847,0,0,
LQC0479,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,15.0,10.0,15.0,14.0,26.0,Salesman,0.0,0,1,r4.2-1
XHW0498,2010-01-04,2,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,13.0,2.0,13.0,13.0,21.0,Salesman,0.0,0,1,r4.2-2
ANM0123,2010-01-04,2,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,13.0,11.0,1.0,11.0,11.0,16.0,AdministrativeAssistant,0.0,0,0,
MAD0496,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,14.0,0.0,14.0,13.0,26.0,Salesman,0.0,0,0,
MBW0809,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,14.0,9.0,1.0,9.0,8.0,15.0,ComputerScientist,0.0,0,0,
SOB0360,2010-01-04,8,6.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,0.0,11.0,1.0,11.0,11.0,19.0,ITAdmin,0.0,0,0,
VFM0814,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,4.0,9.0,9.0,15.0,ComputerProgrammer,0.0,0,0,
ARB0834,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,ProductionLineWorker,0.0,0,0,
ECF0828,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
LPH0572,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
BSS0369,2010-01-04,8,5.0,0.0,4,24.0,6.0,13.0,0.0,0.0,7.0,120.0,0.0,0.0,10.0,6.0,10.0,10.0,16.0,ITAdmin,-0.1943942322056878,0,1,r4.2-3
EHB0824,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
LCC0819,2010-01-04,2,1.0,0.0,1,2.0,0.0,4.0,0.0,0.0,0.0,95.0,0.0,13.0,8.0,4.0,8.0,8.0,13.0,ComputerProgrammer,0.12198362090000335,0,1,r4.2-2
RAB0589,2010-01-04,4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
EHD0584,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,ProductionLineWorker,0.0,0,1,r4.2-1
IJM0776,2010-01-04,2,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,1,r4.2-2
CIM0926,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,7.0,9.0,5.0,9.0,9.0,17.0,Scientist,0.0,0,0,
VSS0154,2010-01-04,2,0.0,0.0,1,2.0,0.0,4.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,3.0,11.0,8.0,15.0,AdministrativeStaff,0.3686048903872428,0,1,r4.2-2
MCD0125,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,4.0,9.0,5.0,9.0,9.0,18.0,MechanicalEngineer,0.0,0,0,
MCF0600,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
CYA0506,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,3.0,0.0,3.0,3.0,5.0,Technician,0.0,0,0,
EDA0684,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,9.0,0.0,9.0,1.0,9.0,9.0,16.0,ComputerProgrammer,0.0,0,0,
BVN0514,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
PSF0133,2010-01-04,2,0.0,0.0,1,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,-0.700784035517501,0,1,r4.2-2
LJR0523,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,7.0,Technician,0.0,0,1,r4.2-1
PNL0301,2010-01-04,2,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-2
EGD0132,2010-01-04,2,0.0,0.0,1,2.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,-0.4616841797999605,0,1,r4.2-2
AAF0535,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,Technician,0.0,0,1,r4.2-2
ESR0693,2010-01-04,2,1.0,0.0,1,2.0,0.0,8.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,0.0,9.0,9.0,16.0,ComputerScientist,1.0550024514799785,0,0,
AHG0634,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,3.0,0.0,3.0,3.0,4.0,Technician,0.0,0,0,
SLT0907,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,0.0,0,0,
BQS0525,2010-01-04,2,0.0,0.0,1,18.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,Technician,-0.1393744551480523,0,0,
HMM0108,2010-01-04,5,0.0,0.0,2,2.0,0.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,10.0,1.0,10.0,9.0,16.0,MechanicalEngineer,-1.1431958438740963,0,0,
RHL0992,2010-01-04,3,1.0,0.0,1,4.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,19.0,9.0,2.0,9.0,9.0,16.0,IndustrialEngineer,0.0,0,1,r4.2-2
LDD0560,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,10.0,1.0,10.0,10.0,20.0,ComputerScientist,0.0,0,0,
FFC0891,2010-01-04,5,0.0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,29.0,2.0,0.0,3.0,1.0,3.0,3.0,4.0,Technician,-0.8940361391204327,0,0,
CAC0889,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,Technician,0.0,0,0,
DIB0285,2010-01-04,2,0.0,0.0,1,6.0,0.0,3.0,0.0,0.0,0.0,95.0,0.0,0.0,4.0,1.0,4.0,4.0,5.0,ElectricalEngineer,-0.29918699186991876,0,1,r4.2-2
MTT0901,2010-01-04,3,0.0,0.0,1,4.0,0.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,Technician,0.23795638683813786,0,0,
HRD0635,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,Technician,0.0,0,0,
ALB0892,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,2.0,3.0,3.0,6.0,Technician,0.0,0,0,
AAM0658,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,3.0,0.0,3.0,3.0,7.0,Technician,0.0,0,1,r4.2-1
SSR0278,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,6.0,9.0,9.0,13.0,TestEngineer,0.0,0,0,
DAR0885,2010-01-04,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,Technician,0.0,0,0,
SOB0360,2010-01-05,8,4.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,10.0,1.0,10.0,9.0,15.0,ITAdmin,0.0,0,0,
JGT0221,2010-01-05,10,7.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2.0,8.0,11.0,2.0,11.0,9.0,15.0,ITAdmin,0.0,0,1,r4.2-3
GTD0219,2010-01-05,10,5.0,0.0,5,10.0,4.0,11.0,0.0,0.0,8.0,114.0,0.0,11.0,11.0,5.0,11.0,10.0,19.0,ITAdmin,-0.37705337952756773,0,1,r4.2-3
MOS0047,2010-01-05,13,9.0,0.0,6,14.0,8.0,12.0,0.0,0.0,10.0,114.0,0.0,18.0,11.0,2.0,11.0,11.0,19.0,ITAdmin,-0.28572380586662777,0,1,r4.2-2
KSP0357,2010-01-05,10,8.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,8.0,11.0,10.0,16.0,ITAdmin,0.0,0,0,
JTM0223,2010-01-05,7,5.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,13.0,11.0,8.0,11.0,10.0,19.0,ITAdmin,0.0,0,1,r4.2-3
MPM0220,2010-01-05,5,3.0,0.0,2,20.0,4.0,36.0,0.0,0.0,12.0,114.0,1.0,14.0,10.0,2.0,10.0,9.0,16.0,ITAdmin,1.9061859619959316,0,1,r4.2-3
CCA0046,2010-01-05,4,3.0,0.0,2,4.0,2.0,1.0,0.0,0.0,0.0,114.0,0.0,15.0,6.0,1.0,6.0,6.0,10.0,ITAdmin,-1.2903491161369676,0,1,r4.2-3
DAR0885,2010-01-05,4,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,Technician,0.0,0,0,
PGH0184,2010-01-05,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,3.0,0.0,3.0,3.0,5.0,Technician,0.0,0,0,
WRM0963,2010-01-05,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
AJR0932,2010-01-05,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,10.0,9.0,0.0,9.0,8.0,17.0,ComputerProgrammer,0.0,0,1,r4.2-1
JJM0203,2010-01-05,3,1.0,0.0,1,4.0,0.0,3.0,0.0,0.0,0.0,95.0,0.0,40.0,9.0,6.0,9.0,7.0,17.0,Engineer,-0.14841098156527768,0,1,r4.2-2
HXL0968,2010-01-05,2,1.0,0.0,1,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,-0.4616841797999605,0,1,r4.2-2
CAH0936,2010-01-05,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16.0,9.0,4.0,9.0,9.0,13.0,ComputerScientist,0.0,0,1,r4.2-1
TEM0093,2010-01-05,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,14.0,9.0,0.0,9.0,8.0,17.0,MaterialsEngineer,0.0,0,0,
RGG0064,2010-01-05,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,10.0,9.0,0.0,9.0,7.0,13.0,SoftwareEngineer,0.0,0,1,r4.2-1
IAT0263,2010-01-05,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,6.0,10.0,1.0,10.0,8.0,16.0,MaterialsEngineer,0.0,0,0,
BBS0039,2010-01-05,6,5.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,5.0,11.0,7.0,11.0,10.0,22.0,ITAdmin,0.0,0,1,r4.2-3
BMS0877,2010-01-05,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,7.0,3.0,15.0,5.0,15.0,14.0,24.0,Salesman,0.0,0,0,
HWY0038,2010-01-05,4,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2.0,2.0,10.0,7.0,10.0,10.0,26.0,ITAdmin,0.0,0,0,
