user,day,logon_count,after_hours_logon_count,weekend_logon_count,unique_pc_count,device_connect_count,after_hours_device_count,file_access_count,file_copy_count,sensitive_file_count,after_hours_file_count,http_count,suspicious_http_count,after_hours_http_count,email_sent_count,external_email_count,attachment_email_count,unique_recipient_count,total_recipient_count,role,role_peer_deviation_score,user_day_label,actor_label,scenario
RAW0915,2010-01-02,3,1.0,3.0,1,4.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,7.0,8.0,3.0,8.0,7.0,13.0,Scientist,0.0,0,0,
FOB0756,2010-01-02,3,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,3.0,2.0,3.0,3.0,6.0,Technician,0.0,0,0,
HLH0512,2010-01-02,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,Technician,0.0,0,0,
BQS0525,2010-01-02,2,0.0,2.0,1,12.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
BDI0533,2010-01-02,3,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,0,
DAR0885,2010-01-02,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,Technician,0.0,0,0,
ALB0892,2010-01-02,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,Technician,0.0,0,0,
BSS0369,2010-01-03,4,2.0,4.0,2,18.0,2.0,10.0,0.0,0.0,5.0,120.0,0.0,0.0,10.0,6.0,10.0,9.0,18.0,ITAdmin,-0.6717001009965006,0,1,r4.2-3
CMB0912,2010-01-03,3,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,3.0,15.0,14.0,1.0,14.0,13.0,25.0,Manager,0.0,0,0,
LBH0942,2010-01-03,3,1.0,3.0,1,16.0,3.0,22.0,0.0,0.0,3.0,95.0,0.0,11.0,9.0,6.0,9.0,9.0,16.0,SoftwareEngineer,1.1644834589657733,0,0,
IRM0931,2010-01-03,3,1.0,3.0,1,2.0,0.0,4.0,0.0,0.0,0.0,95.0,1.0,11.0,9.0,5.0,9.0,9.0,19.0,ComputerProgrammer,-0.7351003745367761,0,0,
LAP0338,2010-01-03,3,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,3.0,1.0,3.0,3.0,6.0,Technician,0.0,0,0,
LBF0214,2010-01-03,4,1.0,4.0,2,4.0,0.0,3.0,0.0,0.0,0.0,150.0,0.0,21.0,14.0,5.0,14.0,12.0,21.0,SecurityGuard,-0.6736565903672268,0,0,
QOS0878,2010-01-03,3,1.0,3.0,1,2.0,2.0,0.0,0.0,0.0,0.0,162.0,6.0,7.0,14.0,2.0,14.0,13.0,21.0,Salesman,0.0,0,0,
HAD0246,2010-01-03,3,1.0,3.0,1,2.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,0.0,10.0,4.0,10.0,10.0,16.0,MechanicalEngineer,-1.3110171464359612,0,0,
OBH0499,2010-01-03,3,0.0,3.0,1,16.0,0.0,2.0,0.0,0.0,0.0,162.0,2.0,0.0,15.0,11.0,15.0,15.0,22.0,Salesman,-0.7761973688701879,0,0,
IKP0472,2010-01-03,3,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
MAD0496,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,0.0,15.0,2.0,15.0,14.0,25.0,Salesman,0.0,0,0,
AOK0844,2010-01-03,3,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
MCD0125,2010-01-03,3,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,2.0,9.0,6.0,9.0,9.0,18.0,MechanicalEngineer,0.0,0,0,
YIC0195,2010-01-03,3,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,1.0,11.0,10.0,16.0,PurchasingClerk,0.0,0,0,
MCF0600,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
PTH0830,2010-01-03,2,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
FKK0055,2010-01-03,3,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,9.0,1.0,9.0,9.0,20.0,Scientist,0.0,0,0,
IIL0513,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,Technician,0.0,0,0,
WIQ0567,2010-01-03,3,0.0,3.0,1,2.0,0.0,8.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,3.0,9.0,9.0,14.0,ComputerProgrammer,0.5469623516385395,0,0,
LDD0560,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,10.0,1.0,10.0,10.0,17.0,ComputerScientist,0.0,0,0,
BDI0533,2010-01-03,3,0.0,3.0,1,2.0,0.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,Technician,-0.718478415427002,0,0,
BQS0525,2010-01-03,2,0.0,2.0,1,18.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,2.0,3.0,3.0,7.0,Technician,0.0,0,0,
HLH0512,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,0,
DAR0885,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
ALB0892,2010-01-03,2,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,0,
JGT0221,2010-01-04,12,9.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,22.0,10.0,8.0,10.0,10.0,20.0,ITAdmin,0.0,0,1,r4.2-3
MVH0373,2010-01-04,8,6.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,4.0,11.0,10.0,19.0,ITAdmin,0.0,0,0,
MOS0047,2010-01-04,15,11.0,0.0,7,14.0,10.0,13.0,0.0,0.0,12.0,114.0,0.0,6.0,9.0,8.0,9.0,9.0,18.0,ITAdmin,-0.4139452705907345,0,1,r4.2-2
JTM0223,2010-01-04,11,7.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,14.0,11.0,3.0,11.0,10.0,17.0,ITAdmin,0.0,0,1,r4.2-3
TSM0363,2010-01-04,10,6.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,2.0,11.0,10.0,20.0,ITAdmin,0.0,0,0,
KRV0372,2010-01-04,8,4.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.0,10.0,1.0,10.0,10.0,16.0,ITAdmin,0.0,0,0,
LBC0356,2010-01-04,5,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,2.0,11.0,11.0,20.0,ITAdmin,0.0,0,0,
EIS0041,2010-01-04,12,9.0,0.0,6,12.0,8.0,16.0,0.0,0.0,7.0,114.0,0.0,12.0,10.0,0.0,10.0,9.0,15.0,ITAdmin,-0.15619044018496842,0,0,
CSC0217,2010-01-04,10,7.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,114.0,14.0,6.0,6.0,4.0,6.0,6.0,11.0,ITAdmin,0.0,0,1,r4.2-3
ACC0042,2010-01-04,6,4.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,13.0,11.0,3.0,11.0,11.0,21.0,ITAdmin,0.0,0,0,
MPM0220,2010-01-04,9,7.0,0.0,4,24.0,6.0,26.0,0.0,0.0,3.0,114.0,1.0,8.0,11.0,3.0,11.0,9.0,15.0,ITAdmin,0.7029923278342517,0,1,r4.2-3
GTD0219,2010-01-04,12,9.0,0.0,6,12.0,6.0,14.0,0.0,0.0,9.0,114.0,2.0,6.0,10.0,8.0,10.0,10.0,20.0,ITAdmin,-0.32802699378881245,0,1,r4.2-3
KSP0357,2010-01-04,12,10.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,3.0,11.0,9.0,16.0,ITAdmin,0.0,0,0,
MSH0040,2010-01-04,8,7.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3.0,11.0,10.0,2.0,10.0,9.0,16.0,ITAdmin,0.0,0,0,
JLM0364,2010-01-04,4,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,10.0,1.0,10.0,10.0,16.0,ITAdmin,0.0,0,1,r4.2-3
CCA0046,2010-01-04,4,3.0,0.0,2,2.0,2.0,1.0,0.0,0.0,1.0,114.0,0.0,3.0,11.0,3.0,11.0,9.0,14.0,ITAdmin,-1.4449645922137986,0,1,r4.2-3
HWY0038,2010-01-04,12,11.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,24.0,11.0,8.0,11.0,9.0,19.0,ITAdmin,0.0,0,0,
AJF0370,2010-01-04,11,6.0,0.0,5,26.0,6.0,37.0,0.0,0.0,14.0,114.0,0.0,0.0,10.0,4.0,10.0,10.0,20.0,ITAdmin,1.648093372655394,0,0,
MSO0222,2010-01-04,6,5.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,3.0,11.0,2.0,11.0,10.0,20.0,ITAdmin,0.0,0,1,r4.2-3
KBP0008,2010-01-04,5,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,54.0,26.0,3.0,26.0,21.0,44.0,VicePresident,0.0,0,0,
CJP0952,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
DIW0118,2010-01-04,5,1.0,0.0,2,6.0,1.0,4.0,0.0,0.0,2.0,143.0,0.0,14.0,14.0,2.0,14.0,14.0,22.0,Manager,-0.703681518702644,0,0,
DJB0159,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,26.0,18.0,5.0,18.0,16.0,27.0,Director,0.0,0,0,
HFB0347,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,4.0,3.0,1.0,3.0,3.0,7.0,Technician,0.0,0,0,
NGF0157,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,14.0,9.0,5.0,9.0,9.0,17.0,FinancialAnalyst,0.0,0,0,
PGH0184,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,3.0,1.0,3.0,3.0,8.0,Technician,0.0,0,0,
TDG0962,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
CAH0936,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.0,8.0,0.0,8.0,7.0,15.0,ComputerScientist,0.0,0,1,r4.2-1
CKH0144,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,18.0,9.0,4.0,9.0,9.0,15.0,Engineer,0.0,0,0,
ICS0956,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,ProductionLineWorker,0.0,0,0,
KSP0966,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
RAG0275,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,6.0,9.0,6.0,9.0,9.0,17.0,ElectricalEngineer,0.0,0,0,
SGS0268,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,10.0,9.0,5.0,9.0,9.0,17.0,SystemsEngineer,0.0,0,0,
DRR0162,2010-01-04,2,1.0,0.0,1,6.0,1.0,5.0,0.0,0.0,1.0,114.0,0.0,17.0,11.0,2.0,11.0,8.0,17.0,AdministrativeAssistant,1.027796429633353,0,1,r4.2-2
GKO0078,2010-01-04,5,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,32.0,17.0,7.0,17.0,16.0,31.0,ChiefEngineer,0.0,0,0,
HXL0968,2010-01-04,2,1.0,0.0,1,6.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,-0.682329819928404,0,1,r4.2-2
XAA0104,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,12.0,11.0,9.0,0.0,9.0,9.0,13.0,HardwareEngineer,0.0,0,0,
SNS0129,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,12.0,11.0,2.0,11.0,10.0,19.0,AdministrativeAssistant,0.0,0,0,
TNM0961,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-2
TVS0050,2010-01-04,5,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,190.0,28.0,25.0,19.0,1.0,19.0,19.0,35.0,Director,0.0,0,0,
AGB0186,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,Technician,0.0,0,0,
EHR0096,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,6.0,9.0,5.0,9.0,9.0,16.0,ComputerScientist,0.0,0,0,
IRM0931,2010-01-04,4,1.0,0.0,2,2.0,0.0,3.0,0.0,0.0,0.0,95.0,1.0,9.0,9.0,3.0,9.0,9.0,14.0,ComputerProgrammer,-1.055616056080605,0,0,
MKL0941,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,7.0,9.0,0.0,9.0,8.0,13.0,SoftwareEngineer,0.0,0,0,
MSD0939,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,4.0,9.0,9.0,14.0,ComputerProgrammer,0.0,0,0,
HWM0342,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,3.0,3.0,3.0,2.0,5.0,Technician,0.0,0,0,
SJC0333,2010-01-04,4,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,3.0,2.0,3.0,3.0,7.0,Technician,0.0,0,0,
JIM0095,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,12.0,11.0,8.0,11.0,11.0,20.0,AdministrativeAssistant,0.0,0,0,
NWT0098,2010-01-04,2,1.0,0.0,1,6.0,0.0,4.0,0.0,0.0,0.0,95.0,1.0,7.0,9.0,6.0,9.0,9.0,16.0,HardwareEngineer,-0.0744341671116815,0,1,r4.2-2
RKF0164,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,5.0,9.0,7.0,18.0,Statistician,0.0,0,0,
AKK0329,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,Technician,0.0,0,0,
GCG0951,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
GNS0178,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,10.0,9.0,7.0,9.0,9.0,14.0,FieldServiceEngineer,0.0,0,0,
MKS0204,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,12.0,11.0,0.0,11.0,10.0,22.0,Attorney,0.0,0,0,
ORG0339,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,Technician,0.0,0,0,
LHB0967,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
MAR0955,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
RVF0201,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,11.0,1.0,11.0,9.0,16.0,AdministrativeAssistant,0.0,0,0,
CWB0065,2010-01-04,4,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,12.0,9.0,4.0,9.0,9.0,15.0,ComputerScientist,0.0,0,0,
JMK0099,2010-01-04,4,1.0,0.0,2,4.0,0.0,3.0,0.0,0.0,0.0,95.0,1.0,11.0,9.0,4.0,9.0,9.0,16.0,SystemsEngineer,-0.43814944247542703,0,0,
KKS0119,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,21.0,13.0,1.0,13.0,11.0,20.0,Manager,0.0,0,0,
NCH0179,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3.0,14.0,11.0,4.0,11.0,11.0,16.0,AdministrativeAssistant,0.0,0,0,
DHM0937,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,14.0,9.0,0.0,9.0,9.0,16.0,ComputerProgrammer,0.0,0,0,
FPC0954,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,ProductionLineWorker,0.0,0,0,
SNC0187,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
WAB0143,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,7.0,9.0,7.0,9.0,9.0,13.0,Statistician,0.0,0,0,
OQH0183,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,3.0,0.0,3.0,3.0,7.0,Technician,0.0,0,0,
CAM0102,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,1.0,9.0,9.0,17.0,ComputerScientist,0.0,0,0,
DOL0332,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,Technician,0.0,0,0,
ELH0960,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
ILH0958,2010-01-04,5,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
OMM0944,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
QNF0205,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,35.0,0.0,10.0,7.0,10.0,8.0,15.0,Attorney,0.0,0,0,
WRM0963,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
ATF0274,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,8.0,7.0,8.0,7.0,12.0,HardwareEngineer,0.0,0,0,
BWP0202,2010-01-04,5,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,14.0,11.0,2.0,11.0,10.0,17.0,Attorney,0.0,0,0,
CFG0959,2010-01-04,4,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
FKB0163,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,7.0,4.0,7.0,7.0,12.0,Statistician,0.0,0,0,
JJM0203,2010-01-04,2,1.0,0.0,1,4.0,0.0,4.0,0.0,0.0,0.0,95.0,0.0,16.0,9.0,5.0,9.0,8.0,16.0,Engineer,0.4591464742175779,0,1,r4.2-2
SSS0345,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,3.0,0.0,3.0,3.0,7.0,Technician,0.0,0,0,
AJR0932,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,14.0,9.0,1.0,9.0,9.0,16.0,ComputerProgrammer,0.0,0,1,r4.2-1
BBS0039,2010-01-04,6,3.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,7.0,11.0,7.0,11.0,11.0,17.0,ITAdmin,0.0,0,1,r4.2-3
CCH0182,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
CXC0336,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,3.0,2.0,3.0,3.0,6.0,Technician,0.0,0,0,
RGG0064,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,15.0,9.0,1.0,9.0,9.0,14.0,SoftwareEngineer,0.0,0,1,r4.2-1
LAP0338,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,Technician,0.0,0,0,
CMB0912,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,1.0,14.0,13.0,14.0,13.0,18.0,Manager,0.0,0,0,
KTG0091,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,14.0,9.0,2.0,9.0,8.0,12.0,MaterialsEngineer,0.0,0,0,
MHH0180,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,0,
AHC0142,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,8.0,9.0,1.0,9.0,8.0,16.0,Engineer,0.0,0,0,
CFW0264,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,1.0,9.0,8.0,19.0,MaterialsEngineer,0.0,0,0,
