user,day,logon_count,after_hours_logon_count,weekend_logon_count,unique_pc_count,device_connect_count,after_hours_device_count,file_access_count,file_copy_count,sensitive_file_count,after_hours_file_count,http_count,suspicious_http_count,after_hours_http_count,email_sent_count,external_email_count,attachment_email_count,unique_recipient_count,total_recipient_count,role,role_peer_deviation_score,user_day_label,actor_label,scenario
MSH0040,2010-01-04,8,7.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3.0,11.0,10.0,2.0,10.0,9.0,16.0,ITAdmin,0.0,0,0,
JLM0364,2010-01-04,4,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,10.0,1.0,10.0,10.0,16.0,ITAdmin,0.0,0,1,r4.2-3
CCA0046,2010-01-04,4,3.0,0.0,2,2.0,2.0,1.0,0.0,0.0,1.0,114.0,0.0,3.0,11.0,3.0,11.0,9.0,14.0,ITAdmin,-1.294386578304996,0,1,r4.2-3
HWY0038,2010-01-04,12,11.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,114.0,4.0,24.0,11.0,8.0,11.0,9.0,19.0,ITAdmin,0.0,0,0,
MSO0222,2010-01-04,6,5.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,3.0,11.0,2.0,11.0,10.0,20.0,ITAdmin,0.0,0,1,r4.2-3
KBP0008,2010-01-04,5,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,54.0,26.0,3.0,26.0,21.0,44.0,VicePresident,0.0,0,0,
HFB0347,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,4.0,3.0,1.0,3.0,3.0,7.0,Technician,0.0,0,0,
PGH0184,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,3.0,1.0,3.0,3.0,8.0,Technician,0.0,0,0,
TDG0962,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
CAH0936,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.0,8.0,0.0,8.0,7.0,15.0,ComputerScientist,0.0,0,1,r4.2-1
ICS0956,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,ProductionLineWorker,0.0,0,0,
KSP0966,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
RAG0275,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,6.0,9.0,6.0,9.0,9.0,17.0,ElectricalEngineer,0.0,0,0,
DRR0162,2010-01-04,2,1.0,0.0,1,6.0,1.0,5.0,0.0,0.0,1.0,114.0,0.0,17.0,11.0,2.0,11.0,8.0,17.0,AdministrativeAssistant,0.9977917838058155,0,1,r4.2-2
HXL0968,2010-01-04,2,1.0,0.0,1,6.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,-0.7239461892137707,0,1,r4.2-2
TNM0961,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-2
MSD0939,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,4.0,9.0,9.0,14.0,ComputerProgrammer,0.0,0,0,
NWT0098,2010-01-04,2,1.0,0.0,1,6.0,0.0,4.0,0.0,0.0,0.0,95.0,1.0,7.0,9.0,6.0,9.0,9.0,16.0,HardwareEngineer,0.4915621696523917,0,1,r4.2-2
RKF0164,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,5.0,9.0,7.0,18.0,Statistician,0.0,0,0,
GCG0951,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
MKS0204,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,108.0,4.0,12.0,11.0,0.0,11.0,10.0,22.0,Attorney,0.0,0,0,
ORG0339,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0,Technician,0.0,0,0,
MAR0955,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
NCH0179,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,3.0,14.0,11.0,4.0,11.0,11.0,16.0,AdministrativeAssistant,0.0,0,0,
DHM0937,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,14.0,9.0,0.0,9.0,9.0,16.0,ComputerProgrammer,0.0,0,0,
SNC0187,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,0.0,3.0,3.0,6.0,Technician,0.0,0,0,
WAB0143,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,7.0,9.0,7.0,9.0,9.0,13.0,Statistician,0.0,0,0,
OQH0183,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,3.0,0.0,3.0,3.0,7.0,Technician,0.0,0,0,
CAM0102,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,1.0,9.0,9.0,17.0,ComputerScientist,0.0,0,0,
DOL0332,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,Technician,0.0,0,0,
ILH0958,2010-01-04,5,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
WRM0963,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
JJM0203,2010-01-04,2,1.0,0.0,1,4.0,0.0,4.0,0.0,0.0,0.0,95.0,0.0,16.0,9.0,5.0,9.0,8.0,16.0,Engineer,0.4591464742175779,0,1,r4.2-2
AJR0932,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,14.0,9.0,1.0,9.0,9.0,16.0,ComputerProgrammer,0.0,0,1,r4.2-1
BBS0039,2010-01-04,6,3.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,7.0,11.0,7.0,11.0,11.0,17.0,ITAdmin,0.0,0,1,r4.2-3
RGG0064,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,15.0,9.0,1.0,9.0,9.0,14.0,SoftwareEngineer,0.0,0,1,r4.2-1
MHH0180,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,Technician,0.0,0,0,
CFW0264,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,13.0,9.0,1.0,9.0,8.0,19.0,MaterialsEngineer,0.0,0,0,
TEM0093,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,8.0,9.0,5.0,9.0,8.0,14.0,MaterialsEngineer,0.0,0,0,
CJK0200,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,10.0,11.0,1.0,11.0,9.0,18.0,PurchasingClerk,0.0,0,0,
IAT0263,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,12.0,1.0,0.0,1.0,1.0,1.0,MaterialsEngineer,0.0,0,0,
NAF0033,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,11.0,14.0,11.0,14.0,13.0,22.0,SecurityGuard,0.0,0,0,
KBL0260,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,2.0,9.0,9.0,14.0,ElectricalEngineer,0.0,0,0,
NBH0256,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,9.0,2.0,9.0,8.0,15.0,ElectricalEngineer,0.0,0,0,
RAR0725,2010-01-04,2,1.0,0.0,1,4.0,1.0,5.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,-0.3705159870318924,0,1,r4.2-2
YCE0983,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,8.0,1.0,8.0,6.0,13.0,ManagementTrainer,0.0,0,0,
JJB0700,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
DPS0262,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,9.0,0.0,9.0,8.0,17.0,ElectricalEngineer,0.0,0,0,
LOF0311,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,5.0,14.0,15.0,1.0,15.0,15.0,25.0,Salesman,0.0,0,0,
RTO0313,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,7.0,14.0,5.0,14.0,14.0,26.0,Salesman,0.0,0,0,
YJV0699,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
AAL0706,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
CCW0031,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,1.0,11.0,14.0,10.0,14.0,14.0,25.0,Manager,0.0,0,0,
JRG0207,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,6.0,14.0,4.0,14.0,14.0,22.0,SecurityGuard,0.0,0,1,r4.2-1
MBR0724,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
SAP0867,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,14.0,15.0,3.0,15.0,15.0,30.0,Salesman,0.0,0,0,
BMS0877,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,5.0,6.0,15.0,2.0,15.0,14.0,28.0,Salesman,0.0,0,0,
BER0314,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,5.0,15.0,5.0,0.0,5.0,5.0,8.0,Salesman,0.0,0,0,
EDB0714,2010-01-04,2,1.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-2
ABC0174,2010-01-04,3,1.0,0.0,1,4.0,0.0,4.0,0.0,0.0,0.0,162.0,7.0,11.0,14.0,4.0,14.0,14.0,17.0,Salesman,-0.8002920584602364,0,1,r4.2-2
CEB0210,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,6.0,14.0,3.0,14.0,13.0,25.0,SecurityGuard,0.0,0,0,
JMB0308,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,8.0,11.0,14.0,9.0,14.0,14.0,25.0,Salesman,0.0,0,1,r4.2-1
GRM0868,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,8.0,3.0,15.0,7.0,15.0,14.0,23.0,Salesman,0.0,0,0,
MAS0025,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,2.0,14.0,5.0,14.0,13.0,21.0,InstructionalCoordinator,0.0,0,1,r4.2-1
BDV0168,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,6.0,8.0,15.0,10.0,15.0,14.0,24.0,Salesman,0.0,0,1,r4.2-1
LOM0086,2010-01-04,3,1.0,0.0,1,6.0,0.0,6.0,0.0,0.0,0.0,95.0,0.0,11.0,8.0,2.0,8.0,8.0,11.0,ElectricalEngineer,-0.6170053993892587,0,0,
THR0873,2010-01-04,2,1.0,0.0,1,16.0,0.0,24.0,0.0,0.0,0.0,170.0,0.0,5.0,15.0,12.0,15.0,15.0,26.0,Salesman,1.056845015000121,0,0,
FLM0213,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,2.0,14.0,7.0,14.0,14.0,22.0,SecurityGuard,0.0,0,0,
GHL0460,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,1,r4.2-1
HJB0742,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,170.0,3.0,3.0,15.0,4.0,15.0,15.0,23.0,Salesman,0.0,0,1,r4.2-1
IKR0401,2010-01-04,2,2.0,0.0,1,4.0,0.0,3.0,0.0,0.0,0.0,95.0,0.0,3.0,7.0,2.0,7.0,7.0,14.0,SoftwareEngineer,-0.7986658021747957,0,1,r4.2-2
RSC0089,2010-01-04,5,1.0,0.0,2,18.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,8.0,9.0,4.0,9.0,9.0,18.0,ElectricalEngineer,0.0,0,0,
AAS0442,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,Technician,0.0,0,0,
FTM0406,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,6.0,9.0,9.0,17.0,SystemsEngineer,0.0,0,1,r4.2-1
JAM0382,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,1.0,9.0,9.0,16.0,Scientist,0.0,0,0,
JRH0455,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ProductionLineWorker,0.0,0,0,
MBG0438,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,6.0,9.0,9.0,17.0,TestEngineer,0.0,0,0,
VIA0063,2010-01-04,2,1.0,0.0,1,14.0,0.0,24.0,0.0,0.0,0.0,143.0,0.0,2.0,14.0,2.0,14.0,14.0,24.0,Manager,0.4110289291342682,0,0,
AIS0405,2010-01-04,2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,1.0,9.0,5.0,9.0,9.0,15.0,SoftwareEngineer,0.0,0,0,
EGD0409,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,9.0,1.0,9.0,8.0,14.0,ElectricalEngineer,0.0,0,0,
FSC0601,2010-01-04,2,1.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,162.0,1.0,5.0,14.0,3.0,14.0,14.0,21.0,Salesman,0.0,0,1,r4.2-2
GOK0238,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,14.0,4.0,9.0,5.0,9.0,9.0,16.0,ComputerScientist,0.0,0,0,
RGH0728,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,5.0,16.0,15.0,1.0,15.0,14.0,29.0,Salesman,0.0,0,0,
BTL0226,2010-01-04,2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,4.0,9.0,0.0,9.0,8.0,10.0,Physicist,0.0,0,1,r4.2-1
BYP0070,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,9.0,1.0,9.0,9.0,15.0,SoftwareEngineer,0.0,0,0,
CRD0624,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,7.0,5.0,15.0,2.0,15.0,15.0,27.0,Salesman,0.0,0,0,
LIM0674,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,9.0,9.0,4.0,9.0,9.0,14.0,Physicist,0.0,0,0,
SEJ0677,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,8.0,0.0,9.0,3.0,9.0,9.0,16.0,Mathematician,0.0,0,0,
AAV0450,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,ProductionLineWorker,0.0,0,0,
AMR0400,2010-01-04,2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,9.0,3.0,9.0,9.0,16.0,SoftwareEngineer,0.0,0,0,
BJW0619,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,7.0,15.0,8.0,15.0,15.0,26.0,Salesman,0.0,0,0,
ENC0234,2010-01-04,2,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,10.0,9.0,1.0,9.0,8.0,12.0,Physicist,0.0,0,0,
GMF0738,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,5.0,11.0,7.0,11.0,9.0,18.0,Salesman,0.0,0,0,
ORM0669,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,5.0,9.0,1.0,9.0,9.0,14.0,Mathematician,0.0,0,0,
RKD0604,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,9.0,15.0,9.0,15.0,15.0,24.0,Salesman,0.0,0,1,r4.2-1
BCB0679,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,9.0,5.0,9.0,9.0,14.0,Mathematician,0.0,0,0,
CCL0068,2010-01-04,2,1.0,0.0,1,6.0,0.0,2.0,0.0,0.0,0.0,95.0,0.0,6.0,9.0,2.0,9.0,9.0,16.0,ComputerScientist,-1.1368771116730405,0,1,r4.2-2
HJS0072,2010-01-04,3,1.0,0.0,1,2.0,0.0,6.0,0.0,0.0,0.0,95.0,0.0,6.0,9.0,0.0,9.0,9.0,16.0,SoftwareEngineer,0.11877436996696836,0,0,
JMH0543,2010-01-04,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0,9.0,3.0,9.0,9.0,15.0,Scientist,0.0,0,0,
MYD0978,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,5.0,11.0,4.0,11.0,11.0,19.0,HumanResourceSpecialist,0.0,0,1,r4.2-1
SOG0411,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,9.0,4.0,9.0,9.0,15.0,SystemsEngineer,0.0,0,0,
AJN0607,2010-01-04,5,1.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0,162.0,4.0,3.0,15.0,11.0,15.0,15.0,24.0,Salesman,0.0,0,0,
HBO0413,2010-01-04,2,1.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,9.0,8.0,6.0,8.0,8.0,13.0,SystemsEngineer,0.0,0,1,r4.2-2
KRM0541,2010-01-04,2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,9.0,0.0,9.0,8.0,14.0,Scientist,0.0,0,0,
